review
눈을 즐겁게 해주는 예쁜장면들이 많았고 주인공들의 감정을 잘 느낄수 있던 영화였습니다. 다만 남주가 울때 우는장면 자체는 괜찮았지만 개인적으론 성우분의 연기가 어색해 별로라고 느낀 것 같습니다. 그래도 올해 애니 중...
최고였습니다 ㅎㅎ 재밌어요
개인적으로 영화보다 나았다. 다 아는 내용이지만 눈물찔끔 단 어린왕자 장면은 없애거나 좀 줄였으면
원작의 재미와감동이 이어집니다~~
전 영화에 있었던 쿄코의 결혼 장면도 추가했었으면 좋았었겠네요 그래도 원작의 느낌을 잘살렸고 전 애니매이션쪽이더 정감가네요
정말 재미있었어요 감동적이였어요
이제까지 저 자신이 선택하여 살아온걸 깨달은것같아서 더 감동받었던것같아요...하루키는 봄 사쿠라는 벚꽃 잘어올리네요....
밝게 풀어낸 아름답고 슬픈 이야기
"형편없다 정말 최악이다 대사하나하나 유치하고, 죽음 찬양? 내용도 없고 스토리도 없고 재미없다"
너의 이름은보다 더 감동적이라고 느껴졌다. 실사 영화와는 다른 느낌으로 감동을 주어 좋았다.
보고나서 계속 생각나는 영화
실사영화에서 나오는 BGM을 가지고 와서 썼으면 하는 아쉬움이 드네요. 영화로 볼 때는 여주 캐릭터의 연기에 감정이입이 제대로 되어서 울었지만 애니는 어느 정도의 내용을 알고 봤기에 눈물이 살짝 고였으나 여주인공한테...
Eyes Lungs Pancreas... So many snacks So little time
"인물 감정선에 중심을 둔 이야기가 사건 흐름 위주의 관조적인 연출로 표현되니, 공감은 커녕 그저 당혹스러울 뿐이네요. 원작을 접한 관객이라면 어느정도 대입할 거리라도 있었을라나 모르겠는데, 본 애니메이션으로 처음 접..."
갠적으로 너의 이름은 보다 훨씬 재밌음 여운이 오래감
실사  영화보다 더 훌륭합니다.
"애니를 다 보고 나니, 섬뜩해 보이는 저 제목이 이해가 되고, 너무 감동적이네요."
죽기전에 꼭 봐야하는 영화
"작년에 너의 이름은이 있었다면올해엔 너의 췌장을 먹고 싶어가 있었다.좋은 작품은 여러번 보는 습관이 있는데이 영화는 정말 볼 때마다 느끼는 바가 다 다르고단순 멜로,소년물을 넘어서 나는 내 사람들에게 항상 최선을 다..."
췌장은 이미 소화되어있었어요
이런 애니 더 나왔으면 좋겠네요. 아름답고 좋은 이야기 였습니다.
한번만 다시보고싶은 영화
생각보다 너무 좋았습니다
너무 좋았던 영화 잘 봤다.
그림체가 너무 예쁘고 좋아요. 내용는 슬펐어요.
원작 소설은 안 봤지만 정말 재밌게 봤어요.
재밌었습니다. 원작을 잘 살린 것 같네요
갓작이다 더이상의 설명은생략한다
마음 속 깊은 곳까지 이어지는 슬픔과 감동...얼마만의 울림일까... 이 울림이 한 동안 진정되지 않을 것 같다.
"내용 다 알고봤는데도 재밌어서 놀랐다. 개인적으로 소설, 영화, 만화 다 통틀어서 가장 재밌게봄. 연출이 좋았던듯"
원작 내용 모르고 봤는데 두 시간 동안 웃다가 울다가 했어요 쿠키영상까지 꼭 보세요!!!!
불꽃놀이 미쳤다...
역시 기대한만큼 재밌었어요 ~^^
"사실 첨엔 기대를 크게 한 작품은 아니었다.. 하지만 나에게 큰 감명을 주었다. 이 영화를 보고 존재와 선택에 대해 생각하게됐으니, 감명 뿐 아니라 영향을 주었을 지도 모르겠다."
너무 재미있습니다!!
슬프도록아름다운...
사랑은 상상이다. 그러나 굳게 믿을수 있다면 그것은 현실이 된다.
내용은 똑같아서 좋았지만 생각보다는 캐릭터가 조금 바뀌었던거 같습니다 .그래도 처음보시는 분들은 충분히 감동할만하다고 생각합니다.
명작 다시봐야됨 두번보자
앞부분의 스킵이 상당히 많아서 좀 아쉬웠네요 주인공들이 친해지는 과정이 원작과는 다르게 빠르게 진행되다보니 후반부에 터지는 부분이 부족한 느낌 하지만 1시간30분이라는 시간안에 원작을 최대한 잘따라갔고 원작에선 느낄...
여운이 가시지 않네요 한번 더 봐야할듯 ㅠㅠ
원작의 감동을 그대로~♥
하루키의 삶은 스크린 밖에서 내가 보던 세상과 크게 다르지 않았다. 거기 곁들인 시한부 여자애라는 소재가 너무 매력적
작년에 보았던 아련한 감성이 떠오르는.. 실사 영화랑  조금 다르지만  개인적으로  작화 전개 영상미  다 좋았다.  한번 더 봐야겠다 .
불꽃놀이 장면 진짜 감동적이였다..최고였어
뭔데 나를 울리게 하냐 ㅠㅠㅠ 하아.. 최고다..
오랜만에 정말 힐링되는 애니였네요.. 시험도 얼마 안남았는데  입덕해버렸습니다ㅜㅜ
노래두 배경두 그림체두 가 너무 좋아요~ 원작은 읽어보지 않았지만 감동적으로 봤습니당~
"스포일러가 포함된 감상평입니다. 감상평 보기



																		여주가 묻지마 사건으로 죽는걸 어이없어하는 분들이 많은것 같은데 이것 또한 여주가 말한 대사와 연결되는 필요한 전개였다고 생각해요. 영화 초반에 여주가 ‘너도 당장 내일 죽을지도 모른다’며 모두에게 하루의 가치는 같..."
긴 말 필요없습니다. 19년을 살아왔지만 이런 감동을 느낀 건 처음입니다. 볼지 말지 고민하고 계신다면 무조건 보세요
최근 본 애니매이션중에 기억 남을듯 하네요
정말 눈물 없이는 볼 수 없는 작품
진짜 슬프고 재밌고 감동적이에요
영화도 애니도 모두 감동 그자체
그림이 너무 예뻤어요 잘 봤습니다
너무너무감동적이에요~
"인간관계에 있어서 은둔형인 나 ""그냥 타고난 성격인 것이지"" 라는 생각, 연애에도 처음부터 잘 맞아야 앞으로도 좋은 배우자가 될 수 있다 등의 현재 생각을 깨고 좀 더 도전과 변화를 해야겠다는 마음을 ..."
잔잔한 울음 설렘 미소 ....
갔노라.보았노라. 울었노라
너무재미있어요~!!너의이름은다음으로너의췌장을먹고싶어 짱! 다음작품기대돠요
좋은 그림 보고갑니다원작만큼 좋았네요
여러분 소설을 꼭 읽으세요!!!
주제 내용 스며들기에 좋았는데.. 몰입도 깨는 급 칼빵.. 조금만더 신경써서 진부하더라도 문자를 엄마가 계속 보내왔던게 나앗을텐데.. 예상은 하지만.. 심오한 주제와 달리 캐릭터들이 너무 유아틱 했다..
일본 특유의 감동 착즙. 딱히 큰 감동도 없고 교훈도 없고 그냥 뭐 삼류 영화. 내 4500원이 너무 아까워서 죽겠음
남주가 젤불쌍 여주랑 논다고 여기서 치이고 저기서 치우고 맞고 난리도 아님 여주 차라리 병으로 죽게하는게 훨씬 슬펐을듯 개연성도 없는거같고 뭐가 감동인지 모르겠음
영화관에서 재개봉하면 꼭 가서 보고싶은 명작
레전드...개띵작.. ㄷ ㄷ
진짜 너무슬퍼서 말이안나옴 ㅠㅠㅠㅠ
제목만 보면 뜬금없는 제목이겠다 싶은데 다 보고 나면 이보다 더 나은 제목이 없겠다 싶더라.
소설로 읽을때 마지막 공병문고 읽는 부분에서 찔끔해서 이거 볼때 '좋아 난 울 준비가 됨!' 하면서 기대했는데 어린왕자 연출이 많이 아쉬웠네요.. 거의 울뻔했는데 갑자기 깨진느낌.. 그래도 원작에 없던...
산다는 의미를 깨닫게 해준 영화였습니다. 정말 영화 보는 내내 운거 같아요. 제 인생에 있어 정말 도움이 된 영화입니다. 이런 영화를 제작해 주셔서 감사합니다.
누군가에게 정말 필요한 인간이 된다면 그 사람의 인생은 정말 행복햇을거같다. 나도 누군가에게 필요한 인간이 되고싶다고 생각한다.
그시절이 미치도록 그립고 미안해서 마음이 아프다.다시 돌아 간다면 용기 내보리라.
남주 울때 같이 울었습니다 하하하..
내가 본 150여개의 애니중에서 top3안에 들어갈 수작
이 여운 어떡하지 울고싶다면 봐야할영화
정말 기대 많이 했던 작품인데 생각보다 별로였어요 저한테는요
재미있었어요 ~ 슬픈 장면에서 진짜 너무 슬픈 음악이 나와서 더 감정이 복받친거같았어요 배경음악도 딱맞고 영화의 분위기도  너무 좋았어요 ㅎㅎㅎ
여전히 원작이 가장 좋다고 생각되지만.. 실사보다 애니화가 원작을 따라가는 부분이나 몰입도에서 나았다고 본다. 원작이나 실사나 본지 꽤 되어서 오랜만에 다시 기분좋은 감성을 느낄 수 있었다
"아련한 영화, 최고였습니다"
어린왕자 이야기를 알면서 보니 매우 감동이었다.
무난무난해서 볼만합니다
재밌게봤어요재밌게봤어요
너의 췌장을 먹고 싶어 재밌게 보았습니다
여운이 남는 영화아무생각 없이 갔다 많은 생각과 돌아오게 만든 영화
소설을 읽고본 사람으로써 아 .. 여운이 남네요 소설 꼭 읽고 보세요.... 소설보다 못하다는분들이 많은데 저는 소설읽고나서 애니를 꼭 보고싶다고 생각했거든요 딱 제가 생각했던것 만큼 감동이였고 좋았습니다 그리고 노...
너무 슬프고 재미있었습니다 ㅜ
간만에 잘 본것 같아요.
결말이 조금 아쉬웠음그외는 잼있게 봤습니다
"소설을 읽지 않고 봤습니다. 그래서 난이도가 조금 있을수 있습니다. 전반적으로 괜찮은 작화,연출,떡밥 활용(회수)이었습니다. 다만, 소설을 먼저 읽은 분들께는 약간 아쉬울수도 있습니다. 저는 이제 책을 사서 봐야 이..."
재밌게 봤어요 끝나고 뒤에 또 있으니까 나가지 마시고 기다렸다 뒷장면도 보고 가세요
기대하고 갔는데 나름 기대에 충분히 보답받은 것 같습니다
후유증을 만들어주는 내 인생영화
쿠키 영상이 있으니 나가지 말아줘....
너무 갬동적인 영화였어용ㅠㅠㅠ
볼만한영화인듯합니ㅤㄷㅏㅋ
재밋어여ㅎ 그림도 예쁘네요
소설책 보면 감동을 조금만 느꼈었는데 영화로 보니 감동을 엄청 느꼈어요!!강추임
리즈와 파랑새도 그렇고 올해의 겨울은 풍년이네요.
영화가 더 나은 듯 한것같긴하지만 이것도 여운이 굉장히 남았습니다.
잼네요 책도잼씀 추천드려요
개봉한 날에 가서 봤습니다.감동적이면서도 슬픈 영화 ㅠㅠㅠ
어릴적 학생생활을 기억하게하는 영화및 애니메이션이네요마음을찡하게하고 있습니다
너무 슬프다 영화보고 먹먹해져서 울었네
원작보면 완벽한 감동을 느낌
친구가 워낙 이 작품 영화를 좋아해서 같이 봤는데요 영화보다 원작이 충실하다고 좋아합니다
원작 보는 느낌이였어요! 소름 돋은게 아직도 가시지 않네요.
너무 재밌었어요~^^ 다음에 또 보고싶은 영화에요
감동적이고 아름다운 영화에요
기대에 벗어나지 않네요!추천합니다..꼭 보세요~
개봉하자마자 가장 빠른시간에 상영하는 걸로 보고왔습니다. 시사회 가신분들 제외하고 가장 빨리본거죠ㅎㅎ 제 1년 이상의 기다림이 아깝지 않은 작품이었습니다. 조만간 극장에서 한번 더 보러갈겁니다. 인생 추천작이 하나 ...
주인공의 변화가 좋았고 사쿠라가 길을 만들어 줘서 기뻤습니다.
좀 어리둥절했던 장면이 있었지만그장면을 제외한 모든면에서 너무보기좋았고 또한 재밌었고 슬펐습니다ㅠ마지막에 결국 눈물못참고 찔끔 흘림ㅠ
기대한만큼 정말 좋은 영화 였습니다 책도 개인적으론 제일 좋아하는 책인데 영화도 이렇게 잘 뽑았으니 작가님에게 감사를..
"너무 감동적임 ㅠㅠ""ㅠ,ㅠ.ㅠ"
진짜 감동적입니다 ㅠㅠ ♡♡
마지막 어린왕자씬이 좀 불필요였다고 생각해요ㅠㅠ나머지는 작화좋고 노래좋고 다 좋았어요.마지막 엔딩을 좀더 확실하게 했음 어땠을까 싶은데(잘린느낌ㅜ) 확실히 책내용과 영화내용을애니메이션 영화에 다 담아낼려고해서 그런것...
역시나 후반부의 감동은 여전했다! 영상미는 덤 ^^
책도 보고 만화도 보고 영화도 보고 이번엔 애니도 봤지만 어김없이 팡팡 우럭따
남주 울때 감정 파괴되긴하지만 나름 재밌게 ㅤㅂㅘㅅ습니다
"소설에서의 자신의 마음과 영화판에서의 슬픔과 감동을 합친 작품이랄까..,,!! 소설에서의 장면들도 나와서 영화판보다 더 자연스럽고 아름다워요T_T 아무튼 하루키♡사쿠라 애니속에서 영원히 사랑을 피우길....!! 둘은..."
책으로 정말재밌게봐서 봤는데 재미있네욤ㅎㅎ
작화도 예쁘고 사쿠라도 정말 예쁘네요
원작도 정말 좋아했고 코믹스도 봤고 실사영화도 봤는데 솔직히 마지막에 남주 울때 좀 깻다. 차마 그래서 손으로 눈 가림.
실사보다 남주가 진중한편이라서 이미 알고 있는 내용이라하더라도 새로운 느낌으로 다가오더군요. 그리고 배경들이 화려해서 보는 재미가 솔솔하더군요. 역시 원작의 내용이 좋으니 애니도 감명깊게 봤어요. 다시금 원작 책 ...
색감이 너무이뻣고 서정적인 음악이 정말 좋았던영화입니다
이렇게 여주 성격이 마음에 안드는 영화는 처음이다 남주만 불쌍하네 ㅋㅋ;;
재미가 없어요 진짜.... 억지 감동이라고 느껴질만큼 개연성 없는 스토리에 이해하기 힘든 주인공들 성격... 여주 친구랑 전남친도 진짜 이상함. 원작은 안봐서 모르겠다만 영화는 한숨만 나오네요... 전체적인 내용은 ...
자극적?인 제목과는 달리 잔잔하게 다가오는 작품이었다. 원작 소설을 보고싶다.
"너의 이름은 이후 새롭게 좋아하는 영화가 됐다. 어찌보면 뻔한 스토리,뻔한 결말이라 할 수 있지만 내 감정도 그뻔함에서 벗어나질 못했다."
여주예쁘고내용이 살짝 급전게 이긴 한데한번 볼만함
애니로 나와도 내 눈물은 멈추지 않지
여주와남주가끝까지함께였으면...하는바램은남지만..그래도인상깊게본영화입니다~~.
역시 띵작은 달라도 너무 달라.... 역시 기대를 저버리지 않군.... 엄마 아빠 동생에게 추천해도 괜찮은 영화 인거 같아요. 보면서 슬프기도 했지만 역시 원작 책을 읽고 나서 보니 더 감동이 밀려오는거 같아요......
한마디 밖에 나오지 않네요..지려따...
"정말 최고였습니다. 스토리도,작화도,성우도,분위기도 정말 최고라고밖에 설명이 안되네요..소설보신분은 알겠지만 원작보다 더 빠진내용도,추가된 내용도 있지만 적절하게 섞여서 보기 좋았어요ㅎㅎ.서로 반대되는 둘이 서로를 ..."
평점은 최대 140자까지 가능합니다
"재밌어요. . 책,영화에이어 애니까지 다봤어요"
원작팬이지만 굉장히 만족한 애니화 ! 특히 마지막 쿠키 영상 놓치지 말고 꼭 보시길...
기대했던만큼 재미있었다
"별로였음,, 너무 큰 기대를 안고와서그런지 포인트에 감동을 느낄수가 없었음"
역시 일본감성은 사람보다는 애니로 표현하는게 적절한듯 합니다. 원작에 충실하게 부담스럽지 않을 정도로 잘 표현했다고 봅니다. 원작 읽으신분이라면 꼭 보시길 추천드립니다.
원작 대비 아쉬움이..
영화 끝나고 쿠키영상 있습니다. 끝까지 다 보고 나가시길 바랍니다. 너의 췌장을 먹고싶어 주요 배경지는 일본 토야마현 타카오카 시 입니다. 성지순례 하실 분 참고 하세요.
처음으로 평점남겨보는데 이게뭔영화임? 남주가 젤 불쌍하고 친구년이 젤 이해안감 ㅡㅡ 뭐임 이게
아 이건좀  울려고 그랬는데 뾰로롱 판타지가 나와서 눈물 쏙들어감.  캐릭터도 너무 단조롭고
책읽고 진한여운이 남았던분들은 절대 보지마시길..
"책, 실사판 영화라는 선행작이 2개나 있었기에 기대했었는데 졸작이 만들어졌네요. 작품 후반부에 나와야할 중요대사가 작품 시작 30분 조금 넘은 상황에서 나오는 건 누가 생각했는지 모르겠지만 공감도, 감동도 할 수 없..."
쪼또 재미없음. 감동도 없고 묻지마 살인경각심도 없고 내용이 너의이름은 에 비빌 수준이 아니라 발끝에도 못미침.   보지마세요. 시간낭비.
"스포일러가 포함된 감상평입니다. 감상평 보기

														
															
															
																제목만보고 생각했던거랑 너무 다른 내용이었다남주에게 여주가 친구가 되어준것 뿐만 아니라 친구 삶의 대한 가치관 등 많은 선물을 주고 떠났네.."
"스포일러가 포함된 감상평입니다. 감상평 보기

														
															
															
																묻지마 살인이 벌어진것에 대하여 소설에 이런 묘사가 있다고 하네요.한정된 그녀의 시간은 남들과는 다를거라 생각했다.하지만 그렇지 않았따. 세상은 모두에게 공평했다. 생각지도 못한..."
사랑은 사람을 바꾸게  만든다
"스포일러가 포함된 감상평입니다. 감상평 보기

														
															
															
																뻔한 스토리인줄 알고 봤는데 색다른 전개였어요. 어린 왕자 부분은 분위기에 안 어울리게 연출이 너무 과한 것이 아쉬웠어요. 여주 너무 이뻐요"
울었다....공병문고
원작 스토리가 별로임.... 여주를 왜.. 진짜 뜬금없이...
그럭저럭 킬링타임으로 보기 적당...@.@
쓰읍 부족해 이건 잘모르겠네
""
최고의영화! the best movie!
완전 재밌어요ㅜㅜ다음에 또 볼께요
살인마 조지러 갈 사람 구함?
"스포일러가 포함된 감상평입니다. 감상평 보기

														
															
															
																아 진짜 잘 보고 있었는데 갑분칼.. 이건아니지 원작도 그런지는 모르겠는데 너무 무리수 연출이다.어차피 정해진 수순인 마지막을 담백하게 하고 싶은거였는지 모르겠지만 무슨 브라질, 남아공도 아니고.."
소설의 가장 중요한 부분을 빼먹은 애니메이션 슬픈 장면에서 연출로 호평이 힘든 영화
내가 지금까지 살아왔던 인생에서 최고의 영화。
너무 슬프구나 아름답다
소설 실사 다봤는데 애니가 가장달달하고 슬펐습니다.4500원에가치가있는영화
